date,value
2025-08-29,2.88
2025-09-02,2.92
2025-09-03,2.87
2025-09-04,2.9
2025-09-05,2.82
2025-09-08,2.77
2025-09-09,2.79
2025-09-10,2.75
2025-09-11,2.74
2025-09-12,2.75
2025-09-15,2.73
2025-09-16,2.71
2025-09-17,2.75
2025-09-18,2.74
2025-09-19,2.74
2025-09-22,2.73
2025-09-23,2.73
2025-09-24,2.73
2025-09-25,2.77
2025-09-26,2.78
2025-09-29,2.74
2025-10-01,2.73
2025-10-02,2.72
2025-10-03,2.73
2025-10-06,2.75
2025-10-07,2.73
2025-10-08,2.74
2025-10-09,2.76
2025-10-10,2.74
2025-10-14,2.71
2025-10-15,2.69
2025-10-16,2.65
2025-10-17,2.65
2025-10-20,2.62
2025-10-21,2.65
2025-10-22,2.64
2025-10-23,2.66
2025-10-24,2.65
2025-10-27,2.62
2025-10-28,2.62
2025-10-29,2.73
2025-10-30,2.71
2025-10-31,2.7
2025-11-03,2.72
2025-11-04,2.73
2025-11-05,2.73
2025-11-06,2.67
2025-11-07,2.74
2025-11-10,2.75
2025-11-12,2.74
2025-11-13,2.77
2025-11-14,2.8
2025-11-17,2.81
2025-11-18,2.82
2025-11-19,2.82
2025-11-20,2.8
2025-11-21,2.77
2025-11-24,2.76
2025-11-25,2.73
2025-11-26,2.72
2025-11-27,2.71
2025-11-28,2.72
2025-12-01,2.81
2025-12-02,2.81
2025-12-03,2.77
2025-12-04,2.81
2025-12-05,3.01
2025-12-08,3.01
2025-12-09,3.07
2025-12-10,3.01
2025-12-11,3.0
2025-12-12,3.01
2025-12-15,2.98
2025-12-16,2.96
2025-12-17,2.98
2025-12-18,2.96
2025-12-19,2.99
2025-12-22,2.98
2025-12-23,2.94
2025-12-24,2.93
2025-12-29,2.92
2025-12-30,2.95
2025-12-31,2.96
2026-01-02,3.0
2026-01-05,2.94
2026-01-06,2.96
2026-01-07,2.93
2026-01-08,2.94
2026-01-09,2.92
2026-01-12,2.93
2026-01-13,2.93
2026-01-14,2.9
2026-01-15,2.89
2026-01-16,2.92
2026-01-19,2.91
2026-01-20,2.94
2026-01-21,2.95
2026-01-22,2.94
2026-01-23,2.95
2026-01-26,2.91
2026-01-27,2.94
2026-01-28,2.94
2026-01-29,2.93
2026-01-30,2.93
2026-02-02,2.94
2026-02-03,2.95
2026-02-04,2.94
2026-02-05,2.91
2026-02-06,2.91
2026-02-09,2.9
2026-02-10,2.89
2026-02-11,2.87
2026-02-12,2.82
2026-02-13,2.79
2026-02-17,2.76
2026-02-18,2.76
2026-02-19,2.75
2026-02-20,2.74
