date,value
2020-10-01,41263.0
2021-01-01,70492.0
2021-04-01,74440.0
2021-07-01,122916.0
2021-10-01,138198.0
2022-01-01,113803.0
2022-04-01,118319.0
2022-07-01,122199.0
2022-10-01,83291.0
2023-01-01,145496.0
2023-04-01,117927.0
2023-07-01,107988.0
2023-10-01,100406.0
2024-01-01,121778.0
2024-04-01,134172.0
2024-07-01,124266.0
2024-10-01,103438.0
2025-01-01,104210.0
2025-04-01,103507.0
2025-07-01,102867.0
