date,value
2020-10-01,182804.0
2021-01-01,183901.0
2021-04-01,195669.0
2021-07-01,195682.0
2021-10-01,202330.0
2022-01-01,204319.0
2022-04-01,210383.0
2022-07-01,212950.0
2022-10-01,210148.0
2023-01-01,214908.0
2023-04-01,224205.0
2023-07-01,216156.0
2023-10-01,208912.0
2024-01-01,210039.0
2024-04-01,217439.0
2024-07-01,209643.0
2024-10-01,214755.0
2025-01-01,214238.0
2025-04-01,212166.0
2025-07-01,209729.0
